dish_name,description,ingredients_json,steps_json,prep_time_min,cook_time_min,servings,difficulty,cuisine_type,meal_type,tags,mood,weather_suggestion,time_suggestion
Nyama Choma,"A beloved Kenyan dish of grilled meat, often goat or beef, seasoned simply and cooked over an open fire.","[{""name"": ""Goat meat or beef"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""on the bone, cut into large chunks""}, {""name"": ""Salt"", ""qty"": ""2"", ""unit"": ""tsp"", ""note"": ""coarse""}, {""name"": ""Black pepper"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""freshly ground""}, {""name"": ""Onions"", ""qty"": ""2"", ""unit"": """", ""note"": ""for serving""}, {""name"": ""Tomatoes"", ""qty"": ""2"", ""unit"": """", ""note"": ""for serving""}]","[""Prepare a charcoal grill (jiko) and let the coals become white and hot."", ""Pat the meat dry with paper towels."", ""Season the meat generously on all sides with coarse salt and freshly ground black pepper."", ""Place the meat on the grill over medium-high heat."", ""Grill the meat slowly, turning it every 15-20 minutes to ensure even cooking."", ""The total grilling time will be about 1-1.5 hours, depending on the size of the chunks, until it is tender and cooked through."", ""Once cooked, remove the meat from the grill and let it rest for 10 minutes."", ""Chop the meat into bite-sized pieces and serve on a wooden board with kachumbari salad and ugali.""]",10,90,5,Medium,Kenyan,Dinner,"grilled,smoky,celebratory",celebratory,sunny,evening
Ugali,"A stiff maize flour porridge that is a staple food in many parts of Eastern and Southern Africa.","[{""name"": ""White maize meal (cornmeal)"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Water"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Salt"", ""qty"": ""0.5"", ""unit"": ""tsp"", ""note"": ""optional""}]","[""Bring 3 cups of water (and salt, if using) to a rolling boil in a pot."", ""In a separate bowl, mix the 2 cups of maize meal with 1 cup of cold water to form a smooth paste."", ""Pour the maize meal paste into the boiling water, stirring constantly to prevent lumps."", ""Continue to stir as the mixture thickens, which will happen quickly."", ""Reduce the heat to low and continue to cook, pressing the ugali against the side of the pot with a wooden spoon."", ""Cook for about 15-20 minutes, turning it occasionally, until it is firm and cooked through."", ""Shape it into a mound in the pot or on a plate."", ""Serve hot with stews (like sukuma wiki), grilled meat (nyama choma), or vegetables.""]",5,20,4,Easy,Kenyan,Lunch,"staple,porridge,traditional",cozy,any,afternoon
Sukuma Wiki,"A simple and nutritious Kenyan dish of collard greens braised with onions and tomatoes.","[{""name"": ""Collard greens (sukuma)"", ""qty"": ""1"", ""unit"": ""large bunch"", ""note"": ""finely shredded""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Tomatoes"", ""qty"": ""2"", ""unit"": ""large"", ""note"": ""diced""}, {""name"": ""Vegetable oil"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Beef stock cube"", ""qty"": ""1"", ""unit"": """", ""note"": ""crumbled, optional""}, {""name"": ""Salt"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""to taste""}]","[""Wash the collard greens thoroughly and shred them into thin strips."", ""Heat the vegetable oil in a large pan or skillet over medium heat."", ""Add the chopped onion and sauté until soft and translucent, about 5 minutes."", ""Add the diced tomatoes and cook until they break down and form a sauce, about 5-7 minutes."", ""If using, stir in the crumbled beef stock cube."", ""Add the shredded collard greens to the pan and stir well to coat them in the tomato and onion mixture."", ""Cook for 5-10 minutes, stirring occasionally, until the greens are wilted but still have a slight crunch."", ""Season with salt to taste and serve immediately with ugali.""]",10,15,4,Easy,Kenyan,Lunch,"vegetarian,greens,healthy",relaxed,any,afternoon
Brik a l'oeuf,"A crispy Tunisian pastry filled with an egg, tuna, and capers, then quickly fried.","[{""name"": ""Malsouka or spring roll pastry sheets"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Eggs"", ""qty"": ""4"", ""unit"": ""large"", ""note"": """"}, {""name"": ""Canned tuna"", ""qty"": ""1"", ""unit"": ""can"", ""note"": ""drained""}, {""name"": ""Capers"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Fresh parsley"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""chopped""}, {""name"": ""Onion"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": ""finely chopped""}, {""name"": ""Vegetable oil"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for frying""}, {""name"": ""Lemon wedges"", ""qty"": ""4"", ""unit"": """", ""note"": ""for serving""}]","[""Lay a sheet of pastry flat on a plate. Fold the edges in to make a square shape."", ""In the center of the square, place a tablespoon of tuna, some chopped onion, parsley, and capers."", ""Create a small well in the center of the filling."", ""Carefully crack an egg into the well."", ""Season the egg with a pinch of salt and pepper."", ""Fold the pastry over the filling to form a triangle or square, sealing the edges."", ""Carefully slide the brik into a pan of hot oil and fry for 1-2 minutes on each side until golden brown. The yolk should remain runny."", ""Drain on paper towels and serve immediately with a lemon wedge.""]",10,10,4,Medium,Tunisian,Snack,"crispy,savory,quick",excited,any,afternoon
Chermoula Fish,"Grilled or baked fish marinated in a classic North African blend of herbs and spices.","[{""name"": ""White fish fillets (e.g., cod, sea bass)"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Fresh cilantro"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""packed""}, {""name"": ""Fresh parsley"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""packed""}, {""name"": ""Garlic"", ""qty"": ""4"", ""unit"": ""cloves"", ""note"": """"}, {""name"": ""Paprika"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Ground cumin"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Lemon"", ""qty"": ""1"", ""unit"": """", ""note"": ""juiced and zested""}, {""name"": ""Olive oil"", ""qty"": ""0.33"", ""unit"": ""cup"", ""note"": """"}]","[""To make the chermoula marinade, combine cilantro, parsley, garlic, paprika, cumin, lemon juice, lemon zest, and olive oil in a food processor."", ""Blend until a coarse paste is formed. Season with salt and pepper."", ""Pat the fish fillets dry and place them in a shallow dish."", ""Pour about two-thirds of the chermoula marinade over the fish, ensuring each fillet is well-coated."", ""Cover and let the fish marinate in the refrigerator for at least 30 minutes (or up to 2 hours)."", ""Preheat your grill or oven to 200°C (400°F)."", ""Grill or bake the fish for 10-15 minutes, or until it is cooked through and flakes easily."", ""Serve the fish hot, with the remaining chermoula sauce spooned over the top.""]",15,15,4,Easy,Moroccan,Dinner,"herby,seafood,healthy",relaxed,sunny,evening
Shakshuka,"A popular North African and Middle Eastern dish of eggs poached in a flavorful tomato and pepper sauce.","[{""name"": ""Eggs"", ""qty"": ""4"", ""unit"": ""large"", ""note"": """"}, {""name"": ""Canned crushed tomatoes"", ""qty"": ""800"", ""unit"": ""g"", ""note"": """"}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Red bell pepper"", ""qty"": ""1"", ""unit"": """", ""note"": ""chopped""}, {""name"": ""Garlic"", ""qty"": ""3"", ""unit"": ""cloves"", ""note"": ""minced""}, {""name"": ""Cumin"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Paprika"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Feta cheese"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""crumbled""}, {""name"": ""Fresh parsley"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": ""chopped""}, {""name"": ""Olive oil"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}]","[""Heat olive oil in a large skillet or pan over medium heat. Add the chopped onion and bell pepper and cook until soft."", ""Add the garlic, cumin, and paprika, and cook for another minute until fragrant."", ""Pour in the crushed tomatoes and season with salt and pepper. Bring the sauce to a simmer."", ""Reduce the heat and let the sauce simmer for about 15 minutes, until it has thickened slightly."", ""Using a spoon, make four small wells in the tomato sauce."", ""Carefully crack one egg into each well."", ""Cover the skillet and cook for 5-8 minutes, or until the egg whites are set but the yolks are still runny."", ""Sprinkle with crumbled feta cheese and fresh parsley before serving with crusty bread.""]",10,25,2,Easy,Egyptian,Breakfast,"one-pan,eggs,vegetarian",happy,any,morning
Ndole,"A rich and savory Cameroonian stew made from bitter-leaf greens, peanuts, and meat or fish.","[{""name"": ""Ndole (bitter-leaf)"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""fresh or frozen, washed""}, {""name"": ""Raw peanuts"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Beef or smoked fish"", ""qty"": ""500"", ""unit"": ""g"", ""note"": """"}, {""name"": ""Crayfish"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""ground""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Garlic"", ""qty"": ""3"", ""unit"": ""cloves"", ""note"": ""minced""}, {""name"": ""Palm oil"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Stock"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""beef or fish""}]","[""If using fresh bitter-leaf, wash it multiple times to reduce the bitterness. Boil and set aside."", ""Boil the raw peanuts until soft, then peel and blend them into a smooth paste with a little water."", ""Cook the beef or smoked fish with onion and seasonings until tender."", ""In a large pot, heat the palm oil and sauté the garlic and remaining onion."", ""Add the blended peanut paste and the stock. Stir well and bring to a simmer."", ""Cook the peanut sauce for about 20 minutes, stirring to prevent sticking."", ""Add the cooked bitter-leaf and the cooked meat/fish to the pot. Stir in the ground crayfish."", ""Simmer for another 15-20 minutes until the stew has thickened. Serve with boiled plantains or yams.""]",30,70,6,Medium,Cameroonian,Dinner,"savory,nutty,stew",cozy,rainy,evening
Poulet Yassa,"A tangy and spicy Senegalese dish of chicken marinated in lemon and onions.","[{""name"": ""Chicken pieces"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": """"}, {""name"": ""Onions"", ""qty"": ""4"", ""unit"": ""large"", ""note"": ""thinly sliced""}, {""name"": ""Lemons"", ""qty"": ""3"", ""unit"": """", ""note"": ""juiced""}, {""name"": ""Dijon mustard"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Garlic"", ""qty"": ""4"", ""unit"": ""cloves"", ""note"": ""minced""}, {""name"": ""Scotch bonnet pepper"", ""qty"": ""1"", ""unit"": """", ""note"": ""minced""}, {""name"": ""Peanut oil"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Olives"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""optional""}]","[""In a large bowl, combine the sliced onions, lemon juice, mustard, garlic, and minced pepper. This is the marinade."", ""Add the chicken pieces to the bowl and toss well to coat. Let it marinate in the refrigerator for at least 4 hours, or overnight."", ""Remove the chicken from the marinade, scraping off most of the onions (reserve the marinade)."", ""Heat oil in a large pot or skillet. Brown the chicken pieces on all sides. Remove and set aside."", ""Add the onions from the marinade to the pot and cook over medium heat until soft and caramelized, about 15-20 minutes."", ""Return the chicken to the pot. Pour in the rest of the marinade and a little water or stock."", ""Bring to a simmer, then cover and cook on low heat for 30-40 minutes until the chicken is tender."", ""Stir in the olives (if using) and serve hot over rice.""]",25,60,5,Medium,Senegalese,Lunch,"tangy,savory,chicken",energetic,any,afternoon
Kelewele,"Spicy fried plantain, a popular Ghanaian street food snack seasoned with ginger and hot peppers.","[{""name"": ""Ripe plantains"", ""qty"": ""3"", ""unit"": """", ""note"": ""yellow with black spots""}, {""name"": ""Ginger"", ""qty"": ""1"", ""unit"": ""inch"", ""note"": ""grated""}, {""name"": ""Onion"", ""qty"": ""0.25"", ""unit"": ""small"", ""note"": ""grated""}, {""name"": ""Cayenne pepper or red chili powder"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Salt"", ""qty"": ""0.5"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Vegetable oil"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for deep frying""}]","[""Peel the plantains and cut them into small, bite-sized cubes or diagonal slices."", ""In a bowl, combine the grated ginger, grated onion, cayenne pepper, and salt to create the seasoning mix."", ""Add the plantain pieces to the bowl and toss them well to ensure they are evenly coated with the spice mixture."", ""Let the seasoned plantains sit for about 15-20 minutes to absorb the flavors."", ""Heat the vegetable oil in a deep pan or pot over medium-high heat."", ""Carefully add the plantain pieces to the hot oil in batches, being careful not to overcrowd the pan."", ""Fry for 4-6 minutes, turning occasionally, until they are golden brown and caramelized."", ""Remove with a slotted spoon and drain on paper towels. Serve hot, usually with roasted peanuts.""]",15,10,4,Easy,Ghanaian,Snack,"spicy,sweet,street food",happy,any,evening
Injera,"A spongy, sourdough-risen flatbread with a slightly tangy taste, central to Ethiopian and Eritrean cuisine.","[{""name"": ""Teff flour"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""All-purpose flour"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""optional, for lighter texture""}, {""name"": ""Warm water"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": ""approximate""}, {""name"": ""Yeast"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""active dry""}, {""name"": ""Salt"", ""qty"": ""0.5"", ""unit"": ""tsp"", ""note"": """"}]","[""In a large bowl, whisk together the teff flour (and all-purpose flour if using) and yeast."", ""Gradually add 3 cups of warm water, whisking continuously to form a smooth, thin batter."", ""Cover the bowl with a clean cloth and let it ferment in a warm place for 1-3 days. It should become bubbly and have a sour aroma."", ""Once fermented, stir the batter. It may have separated; just mix it back together."", ""Heat a large, non-stick skillet or a traditional mitad over medium heat."", ""Pour about a cup of the batter onto the skillet in a circular motion, starting from the outside and working your way in, to create a large, thin pancake."", ""Cook for about 2-3 minutes, until small holes (eyes) appear on the surface and the edges lift. Do not flip the injera."", ""Cover the pan for the last minute of cooking to steam the top. Carefully remove and let it cool. Serve with various wats (stews).""]",10,20,8,Hard,Ethiopian,Lunch,"sourdough,flatbread,staple",relaxed,any,afternoon
Waakye,"A popular Ghanaian dish of rice and beans cooked with sorghum leaves, giving it a distinct reddish color.","[{""name"": ""Rice"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Black-eyed peas or cowpeas"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""soaked""}, {""name"": ""Dried sorghum leaves (waakye leaves)"", ""qty"": ""5"", ""unit"": """", ""note"": """"}, {""name"": ""Water"", ""qty"": ""6"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Salt"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Baking soda"", ""qty"": ""0.5"", ""unit"": ""tsp"", ""note"": ""optional, to soften beans""}]","[""Rinse the soaked beans and place them in a large pot with the waakye leaves and 6 cups of water."", ""Add baking soda if using, and bring to a boil. Cook for about 30-40 minutes until the beans are partially tender."", ""The water should now have a deep reddish-brown color from the leaves."", ""Remove the waakye leaves from the pot."", ""Rinse the rice and add it to the pot with the cooking beans and colored water. Add salt and stir."", ""Ensure the water level is about an inch above the rice and beans mixture. Add more water if necessary."", ""Cover the pot, reduce the heat to low, and let it simmer until all the water is absorbed and the rice and beans are cooked through (about 20-25 minutes)."", ""Serve hot with shito (pepper sauce), gari, spaghetti, and a protein of your choice like fish or boiled egg.""]",15,60,6,Medium,Ghanaian,Breakfast,"rice and beans,one-pot,traditional",cozy,any,morning
Bunny Chow,"A South African fast food dish consisting of a hollowed-out loaf of bread filled with curry.","[{""name"": ""Unsliced white bread"", ""qty"": ""1"", ""unit"": ""loaf"", ""note"": """"}, {""name"": ""Chicken or lamb"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""cubed""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Potatoes"", ""qty"": ""2"", ""unit"": ""medium"", ""note"": ""peeled and cubed""}, {""name"": ""Garlic and ginger paste"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Curry powder"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": ""hot""}, {""name"": ""Chopped tomatoes"", ""qty"": ""400"", ""unit"": ""g"", ""note"": ""canned""}, {""name"": ""Vegetable oil"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Water"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}]","[""Heat oil in a pot. Sauté the onion until golden brown."", ""Add the garlic and ginger paste and fry for a minute."", ""Add the curry powder and cook for another minute, stirring constantly."", ""Add the chicken or lamb and brown the meat on all sides."", ""Stir in the chopped tomatoes, potatoes, and water. Season with salt."", ""Bring to a simmer, then reduce heat, cover and cook for 30-40 minutes until the meat is tender and the potatoes are soft."", ""Cut the loaf of bread in half or quarters. Hollow out the center of each piece, leaving a crusty shell. The removed bread is called the 'bunny's tail'."", ""Fill the hollowed-out bread with the hot curry and place the 'bunny's tail' on top. Serve immediately.""]",20,50,4,Medium,South african,Lunch,"street food,curry,hearty",energetic,rainy,afternoon
Chakalaka,"A spicy South African vegetable relish served with bread, pap, or stews.","[{""name"": ""Onions"", ""qty"": ""2"", ""unit"": """", ""note"": ""chopped""}, {""name"": ""Tomatoes"", ""qty"": ""3"", ""unit"": """", ""note"": ""grated""}, {""name"": ""Carrots"", ""qty"": ""2"", ""unit"": """", ""note"": ""grated""}, {""name"": ""Green bell pepper"", ""qty"": ""1"", ""unit"": """", ""note"": ""chopped""}, {""name"": ""Baked beans in tomato sauce"", ""qty"": ""1"", ""unit"": ""can (410g)"", ""note"": """"}, {""name"": ""Curry powder"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Chili"", ""qty"": ""1"", ""unit"": """", ""note"": ""finely chopped""}, {""name"": ""Vegetable oil"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}]","[""Heat oil in a saucepan and sauté the chopped onions and chili until soft."", ""Add the green bell pepper and grated carrots, and cook for about 5 minutes."", ""Stir in the curry powder and cook for another minute until fragrant."", ""Add the grated tomatoes and simmer for about 10 minutes, stirring occasionally."", ""The vegetables should be cooked but still have a slight crunch."", ""Stir in the can of baked beans and mix well."", ""Simmer for a final 5 minutes for the flavors to combine."", ""Season with salt and pepper to taste. Can be served hot or cold as a side dish.""]",15,25,6,Easy,South african,Lunch,"spicy,relish,vegetarian",happy,sunny,afternoon
Moin Moin,"A steamed Nigerian bean pudding made from a mixture of peeled beans, peppers, and onions.","[{""name"": ""Black-eyed peas"", ""qty"": ""1.5"", ""unit"": ""cups"", ""note"": ""peeled""}, {""name"": ""Red bell pepper (tatashe)"", ""qty"": ""1"", ""unit"": """", ""note"": ""chopped""}, {""name"": ""Scotch bonnet pepper"", ""qty"": ""1"", ""unit"": """", ""note"": ""to taste""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""medium"", ""note"": ""chopped""}, {""name"": ""Vegetable oil"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Cooked fish or corned beef"", ""qty"": ""100"", ""unit"": ""g"", ""note"": ""flaked, optional filling""}, {""name"": ""Hard-boiled eggs"", ""qty"": ""2"", ""unit"": """", ""note"": ""sliced, optional filling""}, {""name"": ""Stock cube"", ""qty"": ""1"", ""unit"": """", ""note"": """"}, {""name"": ""Water"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for blending""}]","[""Soak and peel the black-eyed peas. This is the most time-consuming step."", ""In a blender, combine the peeled beans, bell pepper, scotch bonnet, onion, and about half a cup of water. Blend until you have a very smooth batter."", ""Pour the batter into a bowl. Stir in the vegetable oil, crumbled stock cube, and salt to taste. Mix thoroughly."", ""Gently fold in your choice of fillings, like flaked fish, corned beef, or sliced boiled eggs."", ""Prepare your steaming containers (ramekins, foil pouches, or traditional leaves) by greasing them lightly."", ""Pour the batter into the containers, filling them up to three-quarters full."", ""Place the containers in a pot with a few inches of boiling water. Cover the pot tightly and steam for 40-50 minutes."", ""The Moin Moin is ready when a skewer inserted into the center comes out clean. Let it cool slightly before serving.""]",30,50,6,Medium,Nigerian,Breakfast,"savory,pudding,steamed",relaxed,any,morning
Githeri,"A traditional Kenyan one-pot meal of maize (corn) and beans boiled together.","[{""name"": ""Maize (corn kernels)"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""fresh or frozen""}, {""name"": ""Beans (e.g., kidney beans)"", ""qty"": ""1.5"", ""unit"": ""cups"", ""note"": ""pre-boiled""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Tomatoes"", ""qty"": ""3"", ""unit"": """", ""note"": ""diced""}, {""name"": ""Potatoes"", ""qty"": ""2"", ""unit"": ""medium"", ""note"": ""cubed, optional""}, {""name"": ""Coriander"", ""qty"": ""0.5"", ""unit"": ""bunch"", ""note"": ""chopped""}, {""name"": ""Vegetable oil"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Beef stock"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""or water""}]","[""If using dry maize and beans, soak them overnight and boil until tender before starting."", ""Heat oil in a large pot and sauté the chopped onion until soft."", ""Add the diced tomatoes and cook until they form a thick sauce."", ""Stir in the pre-boiled maize and beans, and the cubed potatoes if using."", ""Pour in the beef stock or water, season with salt and pepper, and stir everything together."", ""Bring the mixture to a simmer, then reduce the heat, cover, and cook for 20-30 minutes until the potatoes are cooked and the flavors have melded."", ""Stir in the chopped fresh coriander just before serving."", ""Serve hot as a hearty and nutritious main meal.""]",15,40,4,Easy,Kenyan,Lunch,"vegetarian,one-pot,hearty",cozy,rainy,afternoon
Melktert (Milk Tart),"A classic South African dessert consisting of a sweet pastry crust and a creamy custard filling.","[{""name"": ""All-purpose flour"", ""qty"": ""1.25"", ""unit"": ""cups"", ""note"": ""for crust""}, {""name"": ""Butter"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""cold, cubed""}, {""name"": ""Sugar"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""divided""}, {""name"": ""Egg"", ""qty"": ""1"", ""unit"": """", ""note"": ""for crust""}, {""name"": ""Milk"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Cornstarch"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Vanilla extract"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Cinnamon"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""for dusting""}]","[""For the crust, mix flour and a tablespoon of sugar. Rub in the cold butter until it resembles breadcrumbs. Mix in the egg to form a dough. Press into a tart pan and chill."", ""Preheat oven to 180°C (360°F). Bake the crust for 15-20 minutes until golden."", ""For the filling, heat 3.5 cups of milk in a saucepan until just simmering."", ""In a bowl, whisk the remaining sugar, cornstarch, and the remaining 0.5 cup of milk until smooth."", ""Temper the cornstarch mixture by slowly whisking in some of the hot milk. Then, pour the entire mixture back into the saucepan."", ""Whisk continuously over medium heat until the custard thickens significantly."", ""Remove from heat and stir in the vanilla extract."", ""Pour the filling into the baked crust. Let it cool completely, then chill in the fridge. Dust generously with cinnamon before serving.""]",25,35,8,Medium,South african,Dessert,"creamy,sweet,dessert",happy,any,any
Afang Soup,"A rich vegetable soup from Southern Nigeria, made with afang leaves and waterleaf.","[{""name"": ""Afang leaves (okazi)"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""pounded or ground""}, {""name"": ""Waterleaf"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""sliced""}, {""name"": ""Beef and assorted meats"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": """"}, {""name"": ""Smoked fish"", ""qty"": ""1"", ""unit"": ""large"", ""note"": """"}, {""name"": ""Palm oil"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Crayfish"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""ground""}, {""name"": ""Stock cubes"", ""qty"": ""3"", ""unit"": """", ""note"": """"}, {""name"": ""Periwinkles"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""optional""}]","[""Wash and cook the beef and assorted meats with sliced onions and stock cubes until tender."", ""Wash the sliced waterleaf thoroughly to remove dirt."", ""In a large pot, add the cooked meat with its stock, the smoked fish, and periwinkles. Bring to a boil."", ""Add the palm oil and ground crayfish. Stir well and let it cook for about 10 minutes."", ""Add the washed waterleaf to the pot. Stir and let it cook for about 5 minutes until it wilts."", ""Be careful not to add any extra water, as the waterleaf holds a lot of moisture."", ""Add the ground afang leaves, stir very well, and let the soup simmer for another 5-7 minutes."", ""Season with salt to taste. Serve hot with fufu or eba.""]",30,50,8,Medium,Nigerian,Dinner,"hearty,greens,traditional",cozy,cold,evening
Harira,"A traditional Moroccan soup of tomatoes, lentils, and chickpeas, often eaten during Ramadan.","[{""name"": ""Lamb or beef"", ""qty"": ""250"", ""unit"": ""g"", ""note"": ""cubed, optional""}, {""name"": ""Canned chickpeas"", ""qty"": ""1"", ""unit"": ""can (400g)"", ""note"": ""rinsed""}, {""name"": ""Brown or green lentils"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Chopped tomatoes"", ""qty"": ""1"", ""unit"": ""can (800g)"", ""note"": """"}, {""name"": ""Celery"", ""qty"": ""2"", ""unit"": ""stalks"", ""note"": ""chopped""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Fresh cilantro"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""chopped""}, {""name"": ""Fresh parsley"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""chopped""}, {""name"": ""Turmeric"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Vermicelli pasta"", ""qty"": ""50"", ""unit"": ""g"", ""note"": """"}]","[""In a large pot, sauté the onion, celery, and meat (if using) until the onion is soft."", ""Stir in the spices (turmeric, ginger, cinnamon, pepper) and cook for a minute."", ""Add the chopped tomatoes, lentils, and about 6 cups of water or stock. Bring to a boil."", ""Reduce the heat, cover, and simmer for about 1.5 hours, or until the lentils and meat are tender."", ""Add the chickpeas, vermicelli pasta, cilantro, and parsley to the soup."", ""Simmer for another 10-15 minutes until the pasta is cooked."", ""Optionally, thicken the soup with a slurry of flour and water (tadouira) in the last few minutes of cooking."", ""Season with salt and lemon juice to taste. Serve hot.""]",20,90,6,Medium,Moroccan,Dinner,"soup,hearty,lentils",warm,rainy,evening
